Artskonto;Omkostningssted;PSP-element;Profitcenter;Ordre;Debet/kredit;Beløb;Næste agent;Tekst;Betalingsart;Påligningsår;Betalingsmodtagernr.;Betalingsmodtagernr.kode;Ydelsesmodtagernr.;Ydelsesmodtagernr.kode;Ydelsesperiode fra;Ydelsesperiode til;Oplysningspligtnr.;Oplysningspligtmodtagernr.kode;Oplysningspligtkode;Netværk;Operation;Mængde;Mængdeenhed;Referencenøgle
95910014;;;;;Debet;3304,32;;Cap RW-250211 29 ACONTO;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;3304,32;;Cap RW-250211 29 ACONTO;;;;;;;;;;;;;;;;
95910014;;;;;Debet;6400;;Cap RG-250211 29 ACONTO;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;6400;;Cap RG-250211 29 ACONTO;;;;;;;;;;;;;;;;
95990009;;;;;Kredit;1763932,4;;P5908764988202502100000921301;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1763932,4;;P5908764988202502100000921301;;;;;;;;;;;;;;;;
95990009;;;;;Kredit;2367,5;;P5908764988202502100000921300;;;;;;;;;;;;;;;;
90540000;;;;;Debet;2367,5;;P5908764988202502100000921300;;;;;;;;;;;;;;;;
95931701;;;;;Debet;640;;Cap NKS-KY;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;640;;Cap NKS-KY;;;;;;;;;;;;;;;;
95931701;;;;;Debet;546,31;;Cap NKS-KY;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;546,31;;Cap NKS-KY;;;;;;;;;;;;;;;;
95931701;;;;;Debet;214,71;;Cap NKS-KY;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;214,71;;Cap NKS-KY;;;;;;;;;;;;;;;;
95931701;;;;;Debet;500;;Cap NKS-KY;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;500;;Cap NKS-KY;;;;;;;;;;;;;;;;
95931701;;;;;Debet;3971;;Cap NKS-KY;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;3971;;Cap NKS-KY;;;;;;;;;;;;;;;;
95931701;;;;;Debet;92,71;;Cap NKS-KY;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;92,71;;Cap NKS-KY;;;;;;;;;;;;;;;;
95990009;;;;;Kredit;112239;;P5908764988202502100000921293;;;;;;;;;;;;;;;;
90540000;;;;;Debet;112239;;P5908764988202502100000921293;;;;;;;;;;;;;;;;
95931701;;;;;Debet;21350,94;;NKS-KY;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;21350,94;;NKS-KY;;;;;;;;;;;;;;;;
95931701;;;;;Debet;4000;;NKS-KY;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;4000;;NKS-KY;;;;;;;;;;;;;;;;
95931701;;;;;Debet;2609,52;;NKS-KY;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;2609,52;;NKS-KY;;;;;;;;;;;;;;;;
95931701;;;;;Debet;208052,77;;NKS-KY;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;208052,77;;NKS-KY;;;;;;;;;;;;;;;;
95931701;;;;;Debet;1396,64;;NKS-KY;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;1396,64;;NKS-KY;;;;;;;;;;;;;;;;
95931700;;;;;Debet;1708,5;;NKS-KP;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;1708,5;;NKS-KP;;;;;;;;;;;;;;;;
95990009;;;;;Debet;4;;P5908764988202502100000921284;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;4;;P5908764988202502100000921284;;;;;;;;;;;;;;;;
95990009;;;;;Debet;4;;P5908764988202502100000921283;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;4;;P5908764988202502100000921283;;;;;;;;;;;;;;;;
91407004;;;;;Kredit;349808,96;;Indtægter via FIK;;;;;;;;;;;;;;;;
90540000;;;;;Debet;349808,96;;Indtægter via FIK;;;;;;;;;;;;;;;;
91407030;;;;;Kredit;3113,48;;Indtægter via FIK;;;;;;;;;;;;;;;;
90540000;;;;;Debet;3113,48;;Indtægter via FIK;;;;;;;;;;;;;;;;
91407005;;;;;Kredit;5100;;Indtægter via FIK;;;;;;;;;;;;;;;;
90540000;;;;;Debet;5100;;Indtægter via FIK;;;;;;;;;;;;;;;;
91407003;;;;;Kredit;7833313,66;;Indtægter via FIK;;;;;;;;;;;;;;;;
90540000;;;;;Debet;7833313,66;;Indtægter via FIK;;;;;;;;;;;;;;;;
95952100;;;;;Kredit;1000;;Indtægter via FIK;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1000;;Indtægter via FIK;;;;;;;;;;;;;;;;
95990009;;;;;Kredit;255150,09;;P5908764988202502100000921277;;;;;;;;;;;;;;;;
90540000;;;;;Debet;255150,09;;P5908764988202502100000921277;;;;;;;;;;;;;;;;
95990009;;;;;Debet;4506,09;;P5908764988202502100000921276;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;4506,09;;P5908764988202502100000921276;;;;;;;;;;;;;;;;
95990009;;;;;Kredit;7505;;P5908764988202502100000921275;;;;;;;;;;;;;;;;
90540000;;;;;Debet;7505;;P5908764988202502100000921275;;;;;;;;;;;;;;;;
95990009;;;;;Kredit;2500;;P5908764988202502100000921274;;;;;;;;;;;;;;;;
90540000;;;;;Debet;2500;;P5908764988202502100000921274;;;;;;;;;;;;;;;;
95990009;;;;;Kredit;5560;;P5908764988202502100000921273;;;;;;;;;;;;;;;;
90540000;;;;;Debet;5560;;P5908764988202502100000921273;;;;;;;;;;;;;;;;
95990009;;;;;Kredit;3880;;P5908764988202502100000921272;;;;;;;;;;;;;;;;
90540000;;;;;Debet;3880;;P5908764988202502100000921272;;;;;;;;;;;;;;;;
95990009;;;;;Kredit;4371;;P5908764988202502100000921271;;;;;;;;;;;;;;;;
90540000;;;;;Debet;4371;;P5908764988202502100000921271;;;;;;;;;;;;;;;;
95990009;;;;;Kredit;14265;;P5908764988202502100000921270;;;;;;;;;;;;;;;;
90540000;;;;;Debet;14265;;P5908764988202502100000921270;;;;;;;;;;;;;;;;
95941300;;;;;Kredit;601;;Indtægter via Dankort 5247969;;;;;;;;;;;;;;;;
90540000;;;;;Debet;601;;Indtægter via Dankort 5247969;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;7;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;7;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;120;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;120;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;58;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;58;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;17;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;17;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;6;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;6;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;120;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;120;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;240;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;240;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;3850;;Indtægter via betalingskort 4862899;;;;;;;;;;;;;;;;
90540000;;;;;Debet;3850;;Indtægter via betalingskort 4862899;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;488;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;488;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;5022,5;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;5022,5;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;1576;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1576;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;258;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;258;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;378;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;378;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;108;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;108;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
95941300;;;;;Kredit;665,5;;Indtægter via Dankort 2471043;;;;;;;;;;;;;;;;
90540000;;;;;Debet;665,5;;Indtægter via Dankort 2471043;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;100;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;100;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
95941300;;;;;Kredit;33,75;;Indtægter via Dankort 5247969;;;;;;;;;;;;;;;;
90540000;;;;;Debet;33,75;;Indtægter via Dankort 5247969;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;172;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;172;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;2;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;2;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;2258;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;2258;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;310;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;310;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;120;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;120;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;1007;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1007;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;172;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;172;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;576;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;576;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;27;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;27;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;211;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;211;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;40;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;40;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;89;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;89;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;65;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;65;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;95;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;95;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;252;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;252;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;111;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;111;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;120;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;120;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;15;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;15;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
